Dir,Angle,Speed_Bin,Count,Frequency (%)
SE,315,"[2.0, 2.5)",0,0.0
SW,315,"[2.0, 2.5)",0,0.0
W,315,"[2.0, 2.5)",0,0.0
E,315,"[2.5, 3.0)",0,0.0
N,315,"[2.5, 3.0)",0,0.0
NE,315,"[2.5, 3.0)",0,0.0
NW,315,"[2.5, 3.0)",278,0.49123551031947976
S,315,"[2.5, 3.0)",0,0.0
SE,315,"[2.5, 3.0)",0,0.0
SW,315,"[2.5, 3.0)",0,0.0
W,315,"[2.5, 3.0)",0,0.0
E,315,"[3.0, 3.5)",0,0.0
N,315,"[3.0, 3.5)",0,0.0
NE,315,"[3.0, 3.5)",0,0.0
NW,315,"[3.0, 3.5)",335,0.5919564602770709
S,315,"[3.0, 3.5)",0,0.0
SE,315,"[3.0, 3.5)",0,0.0
SW,315,"[3.0, 3.5)",0,0.0
W,315,"[3.0, 3.5)",0,0.0
E,315,"[3.5, 4.0)",0,0.0
N,315,"[3.5, 4.0)",0,0.0
NE,315,"[3.5, 4.0)",0,0.0
NW,315,"[3.5, 4.0)",349,0.6166949392140232
S,315,"[3.5, 4.0)",0,0.0
SE,315,"[3.5, 4.0)",0,0.0
SW,315,"[3.5, 4.0)",0,0.0
W,315,"[3.5, 4.0)",0,0.0
E,315,"[4.0, 4.5)",0,0.0
N,315,"[4.0, 4.5)",0,0.0
NE,315,"[4.0, 4.5)",0,0.0
NW,315,"[4.0, 4.5)",418,0.738620299689002
S,315,"[4.0, 4.5)",0,0.0
SE,315,"[4.0, 4.5)",0,0.0
SW,315,"[4.0, 4.5)",0,0.0
W,315,"[4.0, 4.5)",0,0.0
E,315,"[4.5, 5.0)",0,0.0
N,315,"[4.5, 5.0)",0,0.0
NE,315,"[4.5, 5.0)",0,0.0
NW,315,"[4.5, 5.0)",385,0.680308170766186
S,315,"[4.5, 5.0)",0,0.0
SE,315,"[4.5, 5.0)",0,0.0
SW,315,"[4.5, 5.0)",0,0.0
W,315,"[4.5, 5.0)",0,0.0
E,315,"[5.0, 5.5)",0,0.0
N,315,"[5.0, 5.5)",0,0.0
NE,315,"[5.0, 5.5)",0,0.0
NW,315,"[5.0, 5.5)",314,0.5548487418716427
S,315,"[5.0, 5.5)",0,0.0
SE,315,"[5.0, 5.5)",0,0.0
SW,315,"[5.0, 5.5)",0,0.0
W,315,"[5.0, 5.5)",0,0.0
E,315,"[5.5, 6.0)",0,0.0
N,315,"[5.5, 6.0)",0,0.0
NE,315,"[5.5, 6.0)",0,0.0
NW,315,"[5.5, 6.0)",276,0.4877014418999152
S,315,"[5.5, 6.0)",0,0.0
SE,315,"[5.5, 6.0)",0,0.0
SW,315,"[5.5, 6.0)",0,0.0
W,315,"[5.5, 6.0)",0,0.0
E,315,"[6.0, 6.5)",0,0.0
N,315,"[6.0, 6.5)",0,0.0
NE,315,"[6.0, 6.5)",0,0.0
NW,315,"[6.0, 6.5)",291,0.5142069550466497
S,315,"[6.0, 6.5)",0,0.0
SE,315,"[6.0, 6.5)",0,0.0
SW,315,"[6.0, 6.5)",0,0.0
W,315,"[6.0, 6.5)",0,0.0
E,315,"[6.5, 7.0)",0,0.0
N,315,"[6.5, 7.0)",0,0.0
NE,315,"[6.5, 7.0)",0,0.0
NW,315,"[6.5, 7.0)",249,0.4399915182357931
S,315,"[6.5, 7.0)",0,0.0
SE,315,"[6.5, 7.0)",0,0.0
SW,315,"[6.5, 7.0)",0,0.0
W,315,"[6.5, 7.0)",0,0.0
E,315,"[7.0, 7.5)",0,0.0
N,315,"[7.0, 7.5)",0,0.0
NE,315,"[7.0, 7.5)",0,0.0
NW,315,"[7.0, 7.5)",198,0.34987277353689566
S,315,"[7.0, 7.5)",0,0.0
SE,315,"[7.0, 7.5)",0,0.0
SW,315,"[7.0, 7.5)",0,0.0
W,315,"[7.0, 7.5)",0,0.0
E,315,"[7.5, 8.0)",0,0.0
N,315,"[7.5, 8.0)",0,0.0
NE,315,"[7.5, 8.0)",0,0.0
NW,315,"[7.5, 8.0)",155,0.27389030251625673
S,315,"[7.5, 8.0)",0,0.0
SE,315,"[7.5, 8.0)",0,0.0
SW,315,"[7.5, 8.0)",0,0.0
W,315,"[7.5, 8.0)",0,0.0
E,315,"[8.0, 8.5)",0,0.0
N,315,"[8.0, 8.5)",0,0.0
NE,315,"[8.0, 8.5)",0,0.0
NW,315,"[8.0, 8.5)",125,0.22087927622278766
S,315,"[8.0, 8.5)",0,0.0
SE,315,"[8.0, 8.5)",0,0.0
SW,315,"[8.0, 8.5)",0,0.0
W,315,"[8.0, 8.5)",0,0.0
E,315,"[8.5, 9.0)",0,0.0
N,315,"[8.5, 9.0)",0,0.0
NE,315,"[8.5, 9.0)",0,0.0
NW,315,"[8.5, 9.0)",72,0.1272264631043257
S,315,"[8.5, 9.0)",0,0.0
SE,315,"[8.5, 9.0)",0,0.0
SW,315,"[8.5, 9.0)",0,0.0
W,315,"[8.5, 9.0)",0,0.0
E,315,"[9.0, 9.5)",0,0.0
N,315,"[9.0, 9.5)",0,0.0
NE,315,"[9.0, 9.5)",0,0.0
NW,315,"[9.0, 9.5)",51,0.09011874469889737
S,315,"[9.0, 9.5)",0,0.0
SE,315,"[9.0, 9.5)",0,0.0
SW,315,"[9.0, 9.5)",0,0.0
W,315,"[9.0, 9.5)",0,0.0
E,315,"[9.5, 10.0)",0,0.0
N,315,"[9.5, 10.0)",0,0.0
NE,315,"[9.5, 10.0)",0,0.0
NW,315,"[9.5, 10.0)",28,0.04947695787390444
S,315,"[9.5, 10.0)",0,0.0
SE,315,"[9.5, 10.0)",0,0.0
SW,315,"[9.5, 10.0)",0,0.0
W,315,"[9.5, 10.0)",0,0.0
E,315,"[10.0, 10.5)",0,0.0
N,315,"[10.0, 10.5)",0,0.0
NE,315,"[10.0, 10.5)",0,0.0
NW,315,"[10.0, 10.5)",11,0.019437376307605315
S,315,"[10.0, 10.5)",0,0.0
SE,315,"[10.0, 10.5)",0,0.0
SW,315,"[10.0, 10.5)",0,0.0
W,315,"[10.0, 10.5)",0,0.0
E,315,"[10.5, 11.0)",0,0.0
N,315,"[10.5, 11.0)",0,0.0
NE,315,"[10.5, 11.0)",0,0.0
NW,315,"[10.5, 11.0)",5,0.008835171048911508
S,315,"[10.5, 11.0)",0,0.0
SE,315,"[10.5, 11.0)",0,0.0
SW,315,"[10.5, 11.0)",0,0.0
W,315,"[10.5, 11.0)",0,0.0
E,315,"[11.0, 11.5)",0,0.0
N,315,"[11.0, 11.5)",0,0.0
NE,315,"[11.0, 11.5)",0,0.0
NW,315,"[11.0, 11.5)",11,0.019437376307605315
S,315,"[11.0, 11.5)",0,0.0
SE,315,"[11.0, 11.5)",0,0.0
SW,315,"[11.0, 11.5)",0,0.0
W,315,"[11.0, 11.5)",0,0.0
E,315,"[11.5, 12.0)",0,0.0
N,315,"[11.5, 12.0)",0,0.0
NE,315,"[11.5, 12.0)",0,0.0
NW,315,"[11.5, 12.0)",10,0.017670342097823016
S,315,"[11.5, 12.0)",0,0.0
SE,315,"[11.5, 12.0)",0,0.0
SW,315,"[11.5, 12.0)",0,0.0
W,315,"[11.5, 12.0)",0,0.0
E,315,"[12.0, 12.5)",0,0.0
N,315,"[12.0, 12.5)",0,0.0
NE,315,"[12.0, 12.5)",0,0.0
NW,315,"[12.0, 12.5)",1,0.0017670342097823013
S,315,"[12.0, 12.5)",0,0.0
SE,315,"[12.0, 12.5)",0,0.0
SW,315,"[12.0, 12.5)",0,0.0
W,315,"[12.0, 12.5)",0,0.0
E,315,"[12.5, 13.0)",0,0.0
N,315,"[12.5, 13.0)",0,0.0
NE,315,"[12.5, 13.0)",0,0.0
NW,315,"[12.5, 13.0)",0,0.0
S,315,"[12.5, 13.0)",0,0.0
SE,315,"[12.5, 13.0)",0,0.0
SW,315,"[12.5, 13.0)",0,0.0
W,315,"[12.5, 13.0)",0,0.0
E,315,"[13.0, 13.5)",0,0.0
N,315,"[13.0, 13.5)",0,0.0
NE,315,"[13.0, 13.5)",0,0.0
NW,315,"[13.0, 13.5)",0,0.0
S,315,"[13.0, 13.5)",0,0.0
SE,315,"[13.0, 13.5)",0,0.0
SW,315,"[13.0, 13.5)",0,0.0
W,315,"[13.0, 13.5)",0,0.0
E,315,"[13.5, 14.0)",0,0.0
N,315,"[13.5, 14.0)",0,0.0
NE,315,"[13.5, 14.0)",0,0.0
NW,315,"[13.5, 14.0)",0,0.0
S,315,"[13.5, 14.0)",0,0.0
SE,315,"[13.5, 14.0)",0,0.0
SW,315,"[13.5, 14.0)",0,0.0
W,315,"[13.5, 14.0)",0,0.0
E,315,"[14.0, 14.5)",0,0.0
N,315,"[14.0, 14.5)",0,0.0
NE,315,"[14.0, 14.5)",0,0.0
NW,315,"[14.0, 14.5)",0,0.0
S,315,"[14.0, 14.5)",0,0.0
SE,315,"[14.0, 14.5)",0,0.0
SW,315,"[14.0, 14.5)",0,0.0
W,315,"[14.0, 14.5)",0,0.0
E,315,"[14.5, 15.0)",0,0.0
N,315,"[14.5, 15.0)",0,0.0
NE,315,"[14.5, 15.0)",0,0.0
NW,315,"[14.5, 15.0)",0,0.0
S,315,"[14.5, 15.0)",0,0.0
SE,315,"[14.5, 15.0)",0,0.0
SW,315,"[14.5, 15.0)",0,0.0
W,315,"[14.5, 15.0)",0,0.0
E,315,"[15.0, 15.5)",0,0.0
N,315,"[15.0, 15.5)",0,0.0
NE,315,"[15.0, 15.5)",0,0.0
NW,315,"[15.0, 15.5)",0,0.0
S,315,"[15.0, 15.5)",0,0.0
SE,315,"[15.0, 15.5)",0,0.0
SW,315,"[15.0, 15.5)",0,0.0
W,315,"[15.0, 15.5)",0,0.0
E,315,"[15.5, 16.0)",0,0.0
N,315,"[15.5, 16.0)",0,0.0
NE,315,"[15.5, 16.0)",0,0.0
NW,315,"[15.5, 16.0)",0,0.0
S,315,"[15.5, 16.0)",0,0.0
SE,315,"[15.5, 16.0)",0,0.0
SW,315,"[15.5, 16.0)",0,0.0
W,315,"[15.5, 16.0)",0,0.0
E,315,"[16.0, 16.5)",0,0.0
N,315,"[16.0, 16.5)",0,0.0
NE,315,"[16.0, 16.5)",0,0.0
NW,315,"[16.0, 16.5)",0,0.0
S,315,"[16.0, 16.5)",0,0.0
SE,315,"[16.0, 16.5)",0,0.0
SW,315,"[16.0, 16.5)",0,0.0
W,315,"[16.0, 16.5)",0,0.0
E,315,"[16.5, 17.0)",0,0.0
N,315,"[16.5, 17.0)",0,0.0
NE,315,"[16.5, 17.0)",0,0.0
NW,315,"[16.5, 17.0)",0,0.0
S,315,"[16.5, 17.0)",0,0.0
SE,315,"[16.5, 17.0)",0,0.0
SW,315,"[16.5, 17.0)",0,0.0
W,315,"[16.5, 17.0)",0,0.0
